date,volume_of_trades,strike,expiration_date,options_close_price,options_volume,count,bid,bid_size,ask,ask_size,open_interest,delta,theta,vega,rho,epsilon,lambda,gamma,d1,d2,implied_vol,iv_error,stock_close,stock_high,stock_low,stock_open,stock_traded_volume,divCash,reported_estimate_eps_percent_diff,vix-open,vix-high,vix-low,vix-close,pos_em_count,neg_em_count,em_total_count,pos_nem_count,neu_em_count,neu_nem_count,neg_nem_count,nem_total_count,pos_total_count,neu_total_count,neg_total_count,total_count,article_sentiment,article_count,previous_price,log_return,7_day_vol,7_day_vol_target,forecasted_implied_vol_diff
2022-09-30,33304983824.0,98,0 days,0.01,8913,1335,0.0,0,0.01,22,3810.0,0.0233,-0.2144,0.1071,0.0009,-0.0009,220.4161,0.0474,-1.9884,-2.0005,0.3991,0.0147,95.3038076802,98.542044742,95.2141334231,96.6987405684,32941493,0.0,0.0,31.61,33.25,29.39,31.62,,,,,,,,,,,,,,,0.01,0.0,1.8528661776302917,0.0,-0.5999
2022-09-30,33304983824.0,98,14 days,2.03,494,112,2.0,45,2.06,32,1037.0,0.3986,-0.106,7.2309,1.3848,-1.4626,18.792,0.0516,-0.2567,-0.3349,0.4436,-0.0003,95.3038076802,98.542044742,95.2141334231,96.6987405684,32941493,0.0,0.0,31.61,33.25,29.39,31.62,,,,,,,,,,,,,,,2.03,0.0,0.22668226387165916,0.3215587437465518,-0.07754125625344821
2022-09-30,33304983824.0,98,28 days,3.75,192,41,3.7,37,3.8,23,309.0,0.4532,-0.0863,10.4961,3.0379,-3.3255,11.5605,0.0337,-0.1175,-0.2403,0.3867,0.0,95.3038076802,98.542044742,95.2141334231,96.6987405684,32941493,0.0,0.0,31.61,33.25,29.39,31.62,,,,,,,,,,,,,,,3.75,0.0,0.08941729864909395,0.19246704443177126,-0.25113295556822873
2022-09-30,33304983824.0,98,7 days,1.12,4124,606,1.1,36,1.2,150,1529.0,0.3387,-0.1364,4.8468,0.5999,-0.6214,28.9326,0.0714,-0.4157,-0.4693,0.3919,0.0,95.3038076802,98.542044742,95.2141334231,96.6987405684,32941493,0.0,0.0,31.61,33.25,29.39,31.62,,,,,,,,,,,,,,,1.12,0.0,0.373182176044378,0.21912210515226457,-0.16757789484773541
2022-09-30,33304983824.0,98,21 days,2.64,329,91,2.62,41,2.68,22,715.0,0.4235,-0.0869,8.9841,2.1787,-2.3306,15.3444,0.0435,-0.1929,-0.2869,0.3996,0.0,95.3038076802,98.542044742,95.2141334231,96.6987405684,32941493,0.0,0.0,31.61,33.25,29.39,31.62,,,,,,,,,,,,,,,2.64,0.0,0.17564692164600643,0.32042739929601444,-0.07147260070398559
2022-10-03,17658386056.0,98,11 days,3.1,1000,198,2.99,127,3.15,49,1194.0,0.5562,-0.1271,6.7633,1.5602,-1.6536,17.7038,0.0577,0.1415,0.0721,0.4603,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.01,0.029462032730316282,,0.0,-0.3996
2022-10-03,17658386056.0,98,25 days,5.15,47,23,4.85,18,5.1,12,440.0,0.5522,-0.098,10.2103,3.3782,-3.731,10.5768,0.0332,0.1313,0.0108,0.3925,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.7,0.09143420595963185,,0.04089061999889068,-0.4194093800011093
2022-10-03,17658386056.0,98,4 days,1.97,5838,915,1.9,122,2.05,20,3085.0,0.5741,-0.2031,4.0481,0.599,-0.6206,28.7485,0.0967,0.1869,0.1458,0.3898,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,2.06,-0.04467244005159267,,0.030530364826088695,-0.36196963517391134
2022-10-03,17658386056.0,98,18 days,3.8,510,77,3.65,155,3.85,72,780.0,0.5539,-0.0979,8.6588,2.5071,-2.6944,14.3805,0.0462,0.1355,0.0489,0.4213,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.0,-0.05129329438755058,,0.08738269154937879,-0.3024173084506212
2022-10-03,15969008572.0,97,11 days,3.8,477,84,3.55,235,3.75,48,534.0,0.6095,-0.1305,6.5722,1.6974,-1.8119,15.8247,0.0531,0.2781,0.2049,0.4663,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,,,,0.018011035238280786,-0.4032889647617192
2022-10-03,15969008572.0,97,25 days,5.73,55,25,5.4,50,5.65,44,365.0,0.5852,-0.0981,10.0629,3.5612,-3.9537,10.0731,0.0323,0.2152,0.0931,0.3881,0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,,,,0.32506534588457936,-0.14123465411542063
2022-10-03,15969008572.0,97,4 days,2.56,2982,510,2.51,319,2.73,312,3449.0,0.6703,-0.1865,3.7378,0.6966,-0.7246,25.8345,0.0903,0.4409,0.4003,0.4321,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,,,,0.015452294766679553,-0.37264770523332047
2022-10-03,15969008572.0,97,18 days,4.7,160,48,4.25,131,4.45,52,888.0,0.5941,-0.1063,8.4945,2.6582,-2.8899,12.4691,0.0409,0.2381,0.1421,0.3879,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,,,,0.04089061999889064,-0.39120938000110933
2022-10-03,29509859904.0,99,11 days,2.52,686,221,2.42,137,2.55,1,669.0,0.4972,-0.1242,6.8312,1.4021,-1.478,19.4602,0.06,-0.0069,-0.0743,0.4589,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,2.51,0.003976148379639417,0.0017781876130998754,0.02181962474324493,-0.3660803752567551
2022-10-03,29509859904.0,99,25 days,4.65,26,20,4.25,33,4.55,22,213.0,0.5186,-0.0982,10.2875,3.1857,-3.5042,11.0028,0.0336,0.0468,-0.0732,0.3823,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.1,0.12588024588900293,0.0562953573664398,0.00483478866161473,-0.45406521133838523
2022-10-03,29509859904.0,99,4 days,1.42,4334,880,1.43,5,1.49,2,1905.0,0.4749,-0.2002,4.1114,0.4978,-0.5134,33.0124,0.1008,-0.0627,-0.1028,0.3894,-0.0005,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,1.55,-0.087598059317986,0.039175043066415116,0.00313835390035549,-0.3791616460996445
2022-10-03,29509859904.0,99,18 days,3.3,636,152,3.15,136,3.25,53,1093.0,0.5072,-0.0983,8.7373,2.3048,-2.4675,15.1635,0.0467,0.0182,-0.0682,0.3996,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.34,-0.01204833851617448,0.005388180787619017,0.08826182215585777,-0.30113817784414226
2022-10-03,15670554456.0,98,11 days,3.1,1000,198,2.99,127,3.15,49,1194.0,0.5562,-0.1271,6.7633,1.5602,-1.6536,17.7038,0.0577,0.1415,0.0721,0.4603,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.1,0.0,0.013175821588062188,0.16467340825099222,-0.2349265917490078
2022-10-03,15670554456.0,98,25 days,5.15,47,23,4.85,18,5.1,12,440.0,0.5522,-0.098,10.2103,3.3782,-3.731,10.5768,0.0332,0.1313,0.0108,0.3925,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,5.15,0.0,0.04089061999889064,0.0441949339510611,-0.4161050660489389
2022-10-03,15670554456.0,98,4 days,1.97,5838,915,1.9,122,2.05,20,3085.0,0.5741,-0.2031,4.0481,0.599,-0.6206,28.7485,0.0967,0.1869,0.1458,0.3898,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,1.97,0.0,0.019978122535229084,0.16661492165134859,-0.22588507834865143
2022-10-03,15670554456.0,98,18 days,3.8,510,77,3.65,155,3.85,72,780.0,0.5539,-0.0979,8.6588,2.5071,-2.6944,14.3805,0.0462,0.1355,0.0489,0.4213,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.8,0.0,0.022939058608094306,0.08965526449762214,-0.30014473550237786
2022-10-03,10393824600.0,97,11 days,3.8,477,84,3.55,235,3.75,48,534.0,0.6095,-0.1305,6.5722,1.6974,-1.8119,15.8247,0.0531,0.2781,0.2049,0.4663,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.8,0.0,,0.3906052850213068,-0.030694714978693194
2022-10-03,10393824600.0,97,25 days,5.73,55,25,5.4,50,5.65,44,365.0,0.5852,-0.0981,10.0629,3.5612,-3.9537,10.0731,0.0323,0.2152,0.0931,0.3881,0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,5.73,0.0,,0.33681097443037344,-0.12948902556962655
2022-10-03,10393824600.0,97,4 days,2.56,2982,510,2.51,319,2.73,312,3449.0,0.6703,-0.1865,3.7378,0.6966,-0.7246,25.8345,0.0903,0.4409,0.4003,0.4321,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,2.56,0.0,,0.6758295616484231,0.2877295616484231
2022-10-03,10393824600.0,97,18 days,4.7,160,48,4.25,131,4.45,52,888.0,0.5941,-0.1063,8.4945,2.6582,-2.8899,12.4691,0.0409,0.2381,0.1421,0.3879,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.7,0.0,,0.4154254485102992,-0.016674551489700762
2022-10-03,14512761336.0,99,11 days,2.52,686,221,2.42,137,2.55,1,669.0,0.4972,-0.1242,6.8312,1.4021,-1.478,19.4602,0.06,-0.0069,-0.0743,0.4589,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,2.52,0.0,0.0017781876130998754,0.2803630508028799,-0.10753694919712015
2022-10-03,14512761336.0,99,25 days,4.65,26,20,4.25,33,4.55,22,213.0,0.5186,-0.0982,10.2875,3.1857,-3.5042,11.0028,0.0336,0.0468,-0.0732,0.3823,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.65,0.0,0.0562953573664398,0.09327302091804762,-0.36562697908195235
2022-10-03,14512761336.0,99,4 days,1.42,4334,880,1.43,5,1.49,2,1905.0,0.4749,-0.2002,4.1114,0.4978,-0.5134,33.0124,0.1008,-0.0627,-0.1028,0.3894,-0.0005,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,1.42,0.0,0.039175043066415116,0.24002052060234857,-0.1422794793976514
2022-10-03,14512761336.0,99,18 days,3.3,636,152,3.15,136,3.25,53,1093.0,0.5072,-0.0983,8.7373,2.3048,-2.4675,15.1635,0.0467,0.0182,-0.0682,0.3996,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.3,0.0,0.005388180787619017,0.1231819360042685,-0.26621806399573156
2022-10-03,17554669980.0,98,11 days,3.1,1000,198,2.99,127,3.15,49,1194.0,0.5562,-0.1271,6.7633,1.5602,-1.6536,17.7038,0.0577,0.1415,0.0721,0.4603,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.1,0.0,0.013175821588062188,0.16467340825099222,-0.2349265917490078
2022-10-03,17554669980.0,98,25 days,5.15,47,23,4.85,18,5.1,12,440.0,0.5522,-0.098,10.2103,3.3782,-3.731,10.5768,0.0332,0.1313,0.0108,0.3925,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,5.15,0.0,0.04089061999889064,0.0441949339510611,-0.4161050660489389
2022-10-03,17554669980.0,98,4 days,1.97,5838,915,1.9,122,2.05,20,3085.0,0.5741,-0.2031,4.0481,0.599,-0.6206,28.7485,0.0967,0.1869,0.1458,0.3898,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,1.97,0.0,0.019978122535229084,0.16661492165134859,-0.22588507834865143
2022-10-03,17554669980.0,98,18 days,3.8,510,77,3.65,155,3.85,72,780.0,0.5539,-0.0979,8.6588,2.5071,-2.6944,14.3805,0.0462,0.1355,0.0489,0.4213,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.8,0.0,0.022939058608094306,0.08965526449762214,-0.30014473550237786
2022-10-03,9695598120.0,97,11 days,3.8,477,84,3.55,235,3.75,48,534.0,0.6095,-0.1305,6.5722,1.6974,-1.8119,15.8247,0.0531,0.2781,0.2049,0.4663,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.8,0.0,,0.3906052850213068,-0.030694714978693194
2022-10-03,9695598120.0,97,25 days,5.73,55,25,5.4,50,5.65,44,365.0,0.5852,-0.0981,10.0629,3.5612,-3.9537,10.0731,0.0323,0.2152,0.0931,0.3881,0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,5.73,0.0,,0.33681097443037344,-0.12948902556962655
2022-10-03,9695598120.0,97,4 days,2.56,2982,510,2.51,319,2.73,312,3449.0,0.6703,-0.1865,3.7378,0.6966,-0.7246,25.8345,0.0903,0.4409,0.4003,0.4321,-0.0001,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,2.56,0.0,,0.6758295616484231,0.2877295616484231
2022-10-03,9695598120.0,97,18 days,4.7,160,48,4.25,131,4.45,52,888.0,0.5941,-0.1063,8.4945,2.6582,-2.8899,12.4691,0.0409,0.2381,0.1421,0.3879,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.7,0.0,,0.4154254485102992,-0.016674551489700762
2022-10-03,13913130780.0,99,11 days,2.52,686,221,2.42,137,2.55,1,669.0,0.4972,-0.1242,6.8312,1.4021,-1.478,19.4602,0.06,-0.0069,-0.0743,0.4589,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,2.52,0.0,0.0017781876130998754,0.2803630508028799,-0.10753694919712015
2022-10-03,13913130780.0,99,25 days,4.65,26,20,4.25,33,4.55,22,213.0,0.5186,-0.0982,10.2875,3.1857,-3.5042,11.0028,0.0336,0.0468,-0.0732,0.3823,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,4.65,0.0,0.0562953573664398,0.09327302091804762,-0.36562697908195235
2022-10-03,13913130780.0,99,4 days,1.42,4334,880,1.43,5,1.49,2,1905.0,0.4749,-0.2002,4.1114,0.4978,-0.5134,33.0124,0.1008,-0.0627,-0.1028,0.3894,-0.0005,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,1.42,0.0,0.039175043066415116,0.24002052060234857,-0.1422794793976514
2022-10-03,13913130780.0,99,18 days,3.3,636,152,3.15,136,3.25,53,1093.0,0.5072,-0.0983,8.7373,2.3048,-2.4675,15.1635,0.0467,0.0182,-0.0682,0.3725,0.0,98.2829857771,98.9278433237,96.1716552128,96.4097901844,27982031,0.0,0.0,33.0,33.06,29.63,30.1,118.0,43.0,192.0,393.0,31.0,92.0,186.0,671.0,511.0,123.0,229.0,863.0,0.0,0.0,3.3,0.0,0.005388180787619017,0.1231819360042685,-0.26621806399573156
2022-10-04,59162890616.0,101,10 days,2.87,1585,266,2.9,6,2.94,43,894.0,0.5583,-0.1281,6.6397,1.4761,-1.5547,19.7739,0.0629,0.1467,0.0851,0.415,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,2.78,0.031861102068984064,,0.10134835701369271,-0.2711516429863073
2022-10-04,59162890616.0,101,24 days,4.73,392,34,4.8,4,4.9,30,327.0,0.5522,-0.0934,10.3083,3.3798,-3.6907,11.8683,0.0365,0.1313,0.0249,0.3881,-0.0001,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,4.2,0.11884067721451898,,0.023930715791305,-0.39106928420869497
2022-10-04,59162890616.0,101,3 days,1.78,4114,932,1.75,34,1.79,8,3745.0,0.5808,-0.2376,3.6002,0.4706,-0.4852,33.1778,0.1092,0.2041,0.1689,0.3594,-0.0002,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,1.88,-0.054658412537863965,,0.044890936374778256,-0.34320906362522174
2022-10-04,59162890616.0,101,17 days,3.54,350,110,3.6,6,3.65,37,2300.0,0.555,-0.096,8.6674,2.4627,-2.6276,15.9367,0.0501,0.1384,0.0608,0.375,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,3.38,0.04625101765075569,,0.08697780993728844,-0.27242219006271157
2022-10-04,8109216099.0,100,24 days,5.3,268,67,5.35,5,5.5,81,548.0,0.5884,-0.0931,10.1407,3.5845,-3.933,11.2878,0.0356,0.2236,0.1161,0.3876,-0.0001,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,,,,0.13870652136882822,-0.28039347863117176
2022-10-04,8109216099.0,100,3 days,2.4,10516,1284,2.41,18,2.45,40,7697.0,0.687,-0.2165,3.2642,0.5542,-0.5739,29.1061,0.0991,0.4874,0.4523,0.3608,-0.0003,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,,,,0.06642083302169513,-0.32117916697830484
2022-10-04,8109216099.0,100,17 days,4.1,2121,278,4.2,6,4.25,37,16691.0,0.6048,-0.0944,8.4467,2.6724,-2.8634,14.9943,0.0486,0.266,0.1881,0.3564,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,,,,0.14613614014721854,-0.21466385985278147
2022-10-04,1566998280.0,102,10 days,2.26,1655,439,2.34,6,2.38,45,2333.0,0.4934,-0.1235,6.7107,1.3122,-1.3742,22.1922,0.0665,-0.0163,-0.0753,0.4113,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,2.24,0.008888947417245774,0.0039752581346765474,0.16246830897496087,-0.19393169102503913
2022-10-04,1566998280.0,102,24 days,4.2,197,60,4.25,4,4.3,30,390.0,0.5152,-0.093,10.39,3.1671,-3.4433,12.4656,0.0371,0.0381,-0.0673,0.372,0.0002,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,3.35,0.2261241794523476,0.10112580732236208,0.011561982500747204,-0.3997380174992528
2022-10-04,1566998280.0,102,3 days,1.21,17114,1904,1.19,39,1.22,22,13970.0,0.4679,-0.231,3.6642,0.3809,-0.3908,39.33,0.1159,-0.0805,-0.1142,0.3547,-0.0006,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,1.42,-0.16003651200451968,0.07157050394481343,0.00745373246829804,-0.36454626753170194
2022-10-04,1566998280.0,102,17 days,3.0,818,209,3.05,5,3.1,84,2964.0,0.5042,-0.0953,8.7504,2.2472,-2.3869,17.0822,0.0512,0.0105,-0.0659,0.3725,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,2.98,0.00668898815079671,0.0029914064411744115,0.09378987271065146,-0.26091012728934854
2022-10-04,40399403305.0,101,10 days,2.87,1585,266,2.9,6,2.94,43,894.0,0.5583,-0.1281,6.6397,1.4761,-1.5547,19.7739,0.0629,0.1467,0.0851,0.415,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,2.87,0.0,0.014248718012861511,0.10134835701369271,-0.2711516429863073
2022-10-04,40399403305.0,101,24 days,4.73,392,34,4.8,4,4.9,30,327.0,0.5522,-0.0934,10.3083,3.3798,-3.6907,11.8683,0.0365,0.1313,0.0249,0.3881,-0.0001,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,4.73,0.0,0.05314716654875496,0.023930715791305,-0.39106928420869497
2022-10-04,40399403305.0,101,3 days,1.78,4114,932,1.75,34,1.79,8,3745.0,0.5808,-0.2376,3.6002,0.4706,-0.4852,33.1778,0.1092,0.2041,0.1689,0.3594,-0.0002,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,1.78,0.0,0.024443985195378125,0.044890936374778256,-0.34320906362522174
2022-10-04,40399403305.0,101,17 days,3.54,350,110,3.6,6,3.65,37,2300.0,0.555,-0.096,8.6674,2.4627,-2.6276,15.9367,0.0501,0.1384,0.0608,0.3725,0.0,101.2721276803,101.4714038072,100.0166880809,100.076470919,28850773,0.0,0.0,29.52,29.62,28.56,29.07,91.0,24.0,147.0,230.0,32.0,99.0,148.0,477.0,321.0,131.0,172.0,624.0,0.0,0.0,3.54,0.0,0.020684083899126474,0.08697780993728844,-0.27242219006271157
